	subj	subj_qid	subj_fid	rel_id	rel	rel_schema	obj	obj_qid	obj_fid
295	Toyama Prefecture	Q132929	/m/0191lz	P47	shares border with		Nagano	Q128849	/m/0gp5pr
296	Toyama Prefecture	Q132929	/m/0191lz	P150	contains administrative territorial entity		Nagano	Q128849	/m/0gp5pr
297	Zgorzelec County	Q716072	/m/02384q	P47	shares border with		Poland	Q7208881	
298	Zgorzelec County	Q716072	/m/02384q	P150	contains administrative territorial entity		Poland	Q7208881	
299	Keith Vaz	Q267105	/m/01zn3n	P69	educated at		Leicester	Q6519147	
300	Anne-Marie Duff	Q259688	/m/0b36my	P69	educated at		Western Isles	Q80967	/m/0b24y
301	Todi	Q20579	/m/01v39w	P47	shares border with		Italy	Q3708720	
302	Richard Eden	Q2048314		P69	educated at		South Hanningfield	Q2780135	/m/027spks
303	Melrose Avenue	Q3305282		P131	located in the administrative territorial entity		Hollywood	Q234453	/m/0rj4g
304	Contra Costa County	Q108058	/m/0kq1l	P47	shares border with		California	Q2933963	/m/025xzfp
305	Royal Botanical Gardens	Q3162650		P131	located in the administrative territorial entity		Peradeniya	Q489744	
306	Foligno	Q20436	/m/03ztmj	P47	shares border with		Lega Pro Prima Divisione	Q677397	/m/02p3tgx
307	Hakone Gardens	Q890625		P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
308	Doumen District	Q1252689	/m/09gdb_g	P150	contains administrative territorial entity		China	Q10956965	
309	Lisa Cameron	Q19871819	/m/0136zxn9	P69	educated at		East Kilbride	Q477746	
310	Alfonso X	Q47595	/m/0hm99	P27	country of citizenship	nationality	Castile	Q5049875	
311	Robert J. Waldinger	Q16150166		P69	educated at		Harvard	Q1587876	/m/0v02y
312	Worcester County	Q494072	/m/0jdzm	P47	shares border with		Hampshire County	Q493610	/m/0mlq1
313	Mesa County	Q153251	/m/0n__v	P47	shares border with		Colorado	Q5148687	
314	Quimper	Q342	/m/01qhhz	P131	located in the administrative territorial entity		Cornouaille	Q1134273	/m/04cq90
315	Quimper	Q342	/m/01qhhz	P47	shares border with		Cornouaille	Q1134273	/m/04cq90
316	Quimper	Q342	/m/01qhhz	P1376	capital of		Cornouaille	Q1134273	/m/04cq90
317	Sean Elsbernd	Q7440974		P69	educated at		San Francisco Board of Supervisors	Q3658756	/m/055c45
318	Rory Bremner	Q3400702		P69	educated at		US	Q30	/m/09c7w0
319	Lalgarh	Q3826000	/m/04zwmf_	P131	located in the administrative territorial entity		Sijua	Q1925470	/m/0f69db
320	Leah Meyerhoff	Q6509232		P69	educated at		New York City	Q60	/m/02_286
321	La Pueblanueva	Q1628882	/m/02z8gtm	P131	located in the administrative territorial entity		Toledo	Q316527	/m/027vbw
322	La Pueblanueva	Q1628882	/m/02z8gtm	P47	shares border with		Toledo	Q316527	/m/027vbw
323	Lake View	Q3216469		P131	located in the administrative territorial entity		Lincoln Park	Q250285	/m/0c3m5_
324	Mortlake	Q6914771		P131	located in the administrative territorial entity		New South Wales	Q3224	/m/05fly
325	Ludwig von Mises	Q84233	/m/0cpvcd	P27	country of citizenship	nationality	Nazi Party	Q7320	/m/05g9h
326	Badian	Q315733	/m/06h46y	P47	shares border with		Cebu	Q6447129	
327	Nile Gardiner	Q13522476		P69	educated at		Heritage Foundation	Q876787	/m/01tw7q
328	Villanova	Q748203	/m/03mdlh7	P47	shares border with		Wakefield Memorial High School	Q7961056	
329	Tulare County	Q109686	/m/0l380	P47	shares border with		California	Q2933963	/m/025xzfp
330	Carmi	Q574889	/m/0sj1g	P131	located in the administrative territorial entity		Illinois	Q1204	/m/03v0t
331	Bardejov District	Q265964	/m/0dbd1y	P47	shares border with		Slovakia	Q7541598	
332	Rich Eisen	Q12859526		P69	educated at		NFL Network	Q1285806	/m/03cm9b
333	Denis DeJordy	Q1187336		P54	member of sports team		Hawks	Q16841735	
334	Kharkiv Oblast	Q170666	/m/02h81t	P47	shares border with		New York City	Q60	/m/02_286
335	Enrique Cerezo Torres	Q2457791	/m/026wtg_	P19	place of birth	birthPlace	Cerezo	Q1647880	/m/0gw_twy
336	Falcao	Q138172	/m/02697mr	P54	member of sports team		Real Madrid	Q7300983	
337	Mary Beth Edelson	Q16095250		P69	educated at		Vietnam	Q881	/m/01crd5
338	Christopher Reich	Q1612773	/m/06kx1b	P19	place of birth	birthPlace	Tokyo	Q7473516	
339	Christopher Reich	Q1612773	/m/06kx1b	P69	educated at		Tokyo	Q7473516	
340	Jason Demetriou	Q6162360		P54	member of sports team		AEK	Q2819143	/m/0cz2dm
341	Ajaccio	Q40104	/m/0_yc	P131	located in the administrative territorial entity		Ajaccio	Q40104	/m/0_yc
342	Ajaccio	Q40104	/m/0_yc	P47	shares border with		Ajaccio	Q40104	/m/0_yc
343	Ajaccio	Q40104	/m/0_yc	P1376	capital of		Ajaccio	Q40104	/m/0_yc
344	Bastia	Q134698	/m/0cbxn	P131	located in the administrative territorial entity		Poretta Airport	Q12694492	
345	Bastia	Q134698	/m/0cbxn	P47	shares border with		Poretta Airport	Q12694492	
346	Bastia	Q134698	/m/0cbxn	P1376	capital of		Poretta Airport	Q12694492	
347	Yellowstone National Park	Q351	/m/08874	P131	located in the administrative territorial entity		Yellowstone Lake	Q923693	/m/01z_8h
348	Parkville	Q3427921		P131	located in the administrative territorial entity		Platte County	Q489897	/m/0ndpz
349	Schwaz	Q583485	/m/06tb64	P47	shares border with		Zillertal	Q203139	/m/0726p7
350	Hindukush	Q5472	/m/0bxsz	P17	country		Pamir	Q19405090	
351	Paul L. Oostburg Sanz	Q7151890		P69	educated at		Aguadilla	Q397826	/m/0lhtd
352	Gelves	Q1628386	/m/02z7c0x	P47	shares border with		Tomares	Q1447544	/m/045bvw
353	Niassa Province	Q622799	/m/029nnq	P47	shares border with		Mount Namuli	Q1516857	/m/03wdg1r
354	Larry MacPhail	Q383433		P69	educated at		Yankees	Q213417	/m/0cqt41
355	Johnny Vander Meer	Q6267823		P54	member of sports team		MLB	Q1163715	/m/09p14
356	Ned Garver	Q6985989		P54	member of sports team		St. Louis Browns	Q1252814	
357	Bobby Shantz	Q4355956	/m/03kx2j	P54	member of sports team		Philadelphia Athletics	Q504339	/m/05m_8
358	Michael Hoban	Q6831167		P69	educated at		City University of New York	Q762266	/m/023zl
359	Champaign County	Q389573	/m/0n2rt	P47	shares border with		Illinois	Q1204	/m/03v0t
360	Macquarie Street	Q1882992		P131	located in the administrative territorial entity		Wynyard	Q8040261	
361	Conroe	Q260282	/m/0106nh	P131	located in the administrative territorial entity		Weimar	Q7980208	
362	Shashi Tharoor	Q195616	/m/03b1p5	P69	educated at		UN	Q7865415	
363	Addison Devon Reed	Q2824157		P54	member of sports team		MLB	Q1163715	/m/09p14
364	Austin Jackson	Q2872124	/m/03qckvv	P54	member of sports team		White Sox	Q16825412	
365	Kingdom of Jerusalem	Q55502	/m/0493p	P17	country		Jordan River	Q1703650	
366	Seine basin	Q2887515		P17	country		Paris	Q90	/m/05qtj
367	Candia	Q2416969	/m/0xjpz	P131	located in the administrative territorial entity		Aegean Sea	Q254304	/m/0drw_pn
368	Kalmar	Q21684633		P131	located in the administrative territorial entity		Copenhagen	Q5168444	
369	Niger River	Q3542		P17	country		Burkina Faso	Q965	/m/01699
370	Sunda Strait	Q192790	/m/0180t6	P47	shares border with		South China Sea	Q37660	/m/0jtm8
371	Toshihiko Sahashi	Q2308677	/m/0c70s8	P19	place of birth	birthPlace	Tokyo	Q7473516	
372	William F. Knowland	Q5915564		P69	educated at		California	Q2933963	/m/025xzfp
373	Duval County	Q493605	/m/0jhz_	P47	shares border with		Duval County	Q493605	/m/0jhz_
374	Mayron George	Q5673050		P54	member of sports team		Olympiacos	Q7088989	
375	Luka Majcen	Q17198313		P54	member of sports team		Krka	Q143017	/m/0c22r0
376	Kuvempu	Q3351108	/m/03v4c7	P69	educated at		BA	Q4855270	
377	Waitstill R. Ranney	Q7960650		P69	educated at		Vermont	Q2224910	
378	Bernard Malamud	Q351547	/m/01lhgq	P69	educated at		Battle Creek	Q4870006	
379	Rotenburg	Q5923	/m/0137nv	P131	located in the administrative territorial entity		Germany	Q1350565	
380	Rotenburg	Q5923	/m/0137nv	P47	shares border with		Germany	Q1350565	
381	Rotenburg	Q5923	/m/0137nv	P150	contains administrative territorial entity		Germany	Q1350565	
382	Cao Haiqing	Q16235587		P54	member of sports team		Chinese Super League	Q209318	/m/05sf_v
383	Alex Ferguson	Q4716979		P54	member of sports team		Global Radio	Q5570585	
384	Cruz Azul	Q460365	/m/05b4mbp	P54	member of sports team		Deportivo Saprissa	Q868582	/m/047x2z
385	Wendy Hoopes	Q3002833		P27	country of citizenship	nationality	MTV	Q43359	/m/04rqd
386	Benjamin B. Wagner	Q15052269		P69	educated at		United States	Q30	/m/09c7w0
387	Delta County	Q109289	/m/0mr_n	P47	shares border with		Michigan	Q6030252	
388	Josh Outman	Q3185994		P54	member of sports team		Diamondbacks	Q12072113	
389	Derek Jeter	Q353511	/m/01g0jn	P54	member of sports team		New York Yankees	Q1275088	
390	Grant County	Q61296	/m/0p346	P47	shares border with		Wisconsin	Q8027102	
391	Togoland	Q712832	/m/06xjw0	P47	shares border with		Kamerun	Q668294	/m/025t3_l
392	Lebrija	Q261085	/m/0bmntt	P47	shares border with		Andalusia	Q4753513	
393	Blagoevgrad Municipality	Q628050		P47	shares border with		Bulgaria	Q3656821	
394	Nordreisa	Q494059	/m/018c2_	P47	shares border with		Norway	Q7060816	
395	Eiji Mitooka	Q5349216		P19	place of birth	birthPlace	Kyushu	Q13987	/m/049yf
396	Morton County	Q377181	/m/0npgf	P47	shares border with		Kansas	Q3473628	
397	Salar de Uyuni	Q76122	/m/01cbcv	P131	located in the administrative territorial entity		Bolivia	Q4939508	
398	Nata River	Q859670		P17	country		Sandown	Q516605	/m/01wkf0
399	Todor Pramatarov	Q3530306		P54	member of sports team		Slavia Sofia	Q3486576	
400	Lajen	Q420006	/m/0g9gv1	P47	shares border with		Italy	Q3708720	
401	Claudio Abbado	Q151608	/m/01l9pz	P69	educated at		La Fenice	Q223942	/m/02173k
402	Laufen	Q68363	/m/0g82tb	P131	located in the administrative territorial entity		Switzerland	Q80282	
403	Calhoun County	Q111633	/m/0nvw_	P47	shares border with		Lavaca Bay	Q6502242	
404	Neriamangalam	Q6996195		P131	located in the administrative territorial entity		Ernakulam	Q3595497	
405	Dijon	Q7003	/m/0pbhz	P131	located in the administrative territorial entity		Burgundy	Q357201	
406	Dijon	Q7003	/m/0pbhz	P47	shares border with		Burgundy	Q357201	
407	Dijon	Q7003	/m/0pbhz	P1376	capital of		Burgundy	Q357201	
408	Amelia County	Q461562	/m/0mpd3	P47	shares border with		Charles Town	Q2001181	/m/010x0y
409	David Pugh	Q5238746		P69	educated at		Hampshire County	Q493610	/m/0mlq1
410	Lyceum Alpinum Zuoz	Q682092	/m/09v4_8	P131	located in the administrative territorial entity		Zuoz	Q8075325	
411	Peyton Manning	Q7539	/m/027jv8	P54	member of sports team		Colts	Q246782	/m/01yjl
412	Peyton Manning	Q7539	/m/027jv8	P69	educated at		Colts	Q246782	/m/01yjl
413	Jef Raskin	Q92740	/m/0pm6w	P69	educated at		Xerox	Q152433	/m/087c7
414	Guy Kawasaki	Q507469	/m/01p5q2	P69	educated at		Apple	Q532100	
415	Lisa P. Jackson	Q445734	/m/0bnsvy	P69	educated at		Apple	Q532100	
416	Cagayan de Oro	Q1645	/m/01sntm	P47	shares border with		Medina	Q232517	/m/080mgm6
417	Amazon River	Q3783	/m/0sd7	P17	country		Bolivia	Q4939508	
418	Yolo County	Q109709	/m/0jvz7	P47	shares border with		California	Q2933963	/m/025xzfp
419	Tyumen Oblast	Q5824	/m/02f3z7	P47	shares border with		Russia	Q3708651	
420	Spiro Agnew	Q203433	/m/09r62	P69	educated at		Maryland	Q3708363	
421	Blanes	Q12991	/m/0c3txx	P131	located in the administrative territorial entity		Madrid	Q2807	/m/056_y
422	Blanes	Q12991	/m/0c3txx	P47	shares border with		Madrid	Q2807	/m/056_y
423	Mannur	Q6750958		P131	located in the administrative territorial entity		Chennai	Q1352	/m/0c8tk
424	Xiushan	Q10888083		P150	contains administrative territorial entity		Chongqing	Q11725	/m/017236
425	Patagonia Mountains	Q7144152		P17	country		Santa Cruz County	Q108122	/m/0l2yf
426	Putnam	Q5543134		P69	educated at		Benton County	Q156216	/m/0fvsc
427	Ichinoseki	Q390817	/m/01wfv4	P47	shares border with		Iwate	Q1206018	/m/03qgqb
428	Mount Fuji	Q39231	/m/0cks0	P131	located in the administrative territorial entity		Fujinomiya	Q496072	/m/01wldh
429	Disko Island	Q1228827	/m/02fkls	P131	located in the administrative territorial entity		Greenland	Q5604199	
430	Lower Rhine	Q370470		P17	country		Cologne	Q14705466	
431	Fritzlar	Q492503	/m/02vkx0	P131	located in the administrative territorial entity		Mainz	Q1720	/m/054y8
432	Braunlage	Q522992	/m/04q21b	P150	contains administrative territorial entity		Lower Saxony	Q1197	/m/04p0c
433	Philip Haglund	Q2543707	/m/0grvf8	P69	educated at		Hammarby IF	Q5645566	
434	Monisha Kaltenborn	Q112130	/m/0h7lh0t	P27	country of citizenship	nationality	BMW	Q26678	/m/017yh
435	Monisha Kaltenborn	Q112130	/m/0h7lh0t	P69	educated at		BMW	Q26678	/m/017yh
436	Timo Pitter	Q23682294		P54	member of sports team		Major League Soccer	Q18543	/m/0jfpf
437	Peter White	Q3376962		P54	member of sports team		Legislative Assembly of Queensland	Q6518214	
438	Robert Bolton	Q7342197		P69	educated at		Savannah	Q978269	
439	Liege	Q1127	/m/013d56	P47	shares border with		Belgium	Q2894385	
440	Liege	Q1127	/m/013d56	P150	contains administrative territorial entity		Belgium	Q2894385	
441	Anthony Otter	Q4773228		P69	educated at		Repton	Q7314359	
442	Matvei Gedenschtrom	Q724418	/m/03j7f9	P27	country of citizenship	nationality	New Siberian Islands	Q201012	/m/03cntx
443	South Saskatchewan River	Q2242	/m/01w8lf	P131	located in the administrative territorial entity		Saskatoon	Q966784	
444	Merced County	Q109690	/m/0l2k7	P47	shares border with		San Joaquin Valley	Q964198	/m/02mjv5
445	Fresno County	Q271915	/m/0kq39	P47	shares border with		Fresno	Q3472886	
446	Sherwood	Q1233705		P69	educated at		Deutsche Bank	Q66048	/m/02lc8s
447	Visviri	Q7936661		P131	located in the administrative territorial entity		Viacha	Q1002035	/m/0640dxs
448	Wilhelmstrasse	Q677808	/m/08d5n5	P131	located in the administrative territorial entity		Mitte	Q163966	/m/022f79
449	Ora Rosen	Q24456715		P69	educated at		Memorial Sloan Kettering Cancer Center	Q1808012	/m/053mcb
450	Palanan	Q50102	/m/055tbh	P47	shares border with		Isabela	Q195373	/m/06hnyh
451	Briana Banks	Q77010	/m/01qr3g	P27	country of citizenship	nationality	Munich	Q1300313	/m/0ynqb
452	San Dorligo della Valle	Q16938	/m/0gkccj	P47	shares border with		Sgonico	Q16939	/m/0gkcd9
453	Muggia	Q16937	/m/0f9ws9	P47	shares border with		Sgonico	Q16939	/m/0gkcd9
454	Dickinson County	Q112069	/m/0ns8h	P47	shares border with		Iowa	Q2238109	/m/0tj_r
455	Harford County	Q501284	/m/0fr5p	P47	shares border with		Maryland	Q3708363	
456	Emanuel County	Q111894	/m/0nzrm	P47	shares border with		Washington County	Q61148	/m/0p2lh
457	Academy of Sciences	Q965731	/m/02hmm4	P131	located in the administrative territorial entity		Czech Republic	Q5201764	
458	Willamette River	Q131071	/m/0kncy	P131	located in the administrative territorial entity		Marion County	Q61173	/m/0p2xy
459	Jokkmokk	Q21721293		P131	located in the administrative territorial entity		Sweden	Q7654280	
460	Fraserburgh	Q138873	/m/017xc4	P131	located in the administrative territorial entity		Scotland	Q3474402	
461	Stanislaus County	Q108503	/m/0l35x	P47	shares border with		California	Q2933963	/m/025xzfp
462	Boone County	Q111235	/m/0nsj_	P47	shares border with		Columbia	Q3708737	
463	Kitayama	Q1354841	/m/02pn1f	P131	located in the administrative territorial entity		Fukuoka Dam	Q5507684	
464	Luke Montz	Q6702172		P54	member of sports team		MLB	Q1163715	/m/09p14
465	Quay County	Q489642	/m/0n50b	P47	shares border with		New Mexico	Q14692288	
466	Paul Gilroy	Q329624	/m/060w0l	P69	educated at		Britain	Q690213	
467	Beloretsk	Q104778	/m/08w074	P1376	capital of		Russia	Q3708651	
468	Robert Roberthin	Q2158629		P69	educated at		Saalfeld	Q155984	/m/03l7sz
469	Martin Opitz	Q60946	/m/01t8fw	P27	country of citizenship	nationality	Strasbourg	Q1917272	
470	Voronezh Oblast	Q3447	/m/02dsd7	P131	located in the administrative territorial entity		Russia	Q3708651	
471	Voronezh Oblast	Q3447	/m/02dsd7	P47	shares border with		Russia	Q3708651	
472	Edward Gorey	Q982401	/m/0m3vt	P69	educated at		Google	Q95	/m/045c7b
473	Preble County	Q489935	/m/0n1xb	P47	shares border with		Ohio	Q927274	
474	Tom Vilsack	Q353826	/m/0pf6f	P69	educated at		Washington	Q773030	
475	Bulstrode Whitelocke	Q4997158		P27	country of citizenship	nationality	Whitbread	Q1435702	/m/05sh2r
476	Bulstrode Whitelocke	Q4997158		P69	educated at		Whitbread	Q1435702	/m/05sh2r
477	Jamaal Charles	Q2064214	/m/0bnks5	P54	member of sports team		Chargers	Q12782692	
478	South Phoenix	Q7568218		P131	located in the administrative territorial entity		South Mountain Village	Q24031884	
479	Caledonia County	Q515205	/m/0mpkv	P47	shares border with		Vermont	Q2224910	
480	Windsor County	Q513994	/m/0mpfn	P47	shares border with		Springfield	Q542440	/m/06_f88
481	Windsor County	Q513994	/m/0mpfn	P150	contains administrative territorial entity		Springfield	Q542440	/m/06_f88
482	Valence	Q1361868	/m/03mcf4q	P131	located in the administrative territorial entity		Rome	Q567806	/m/02j20d
483	Valence	Q1361868	/m/03mcf4q	P47	shares border with		Rome	Q567806	/m/02j20d
484	T. Y. Hilton	Q3979393		P69	educated at		Colts	Q246782	/m/01yjl
485	Michael Mikhail	Q6832826		P69	educated at		College of Business Administration	Q5146656	
486	Nikolai Vissarionovich Nekrasov	Q1381995	/m/01qrxr	P27	country of citizenship	nationality	Finland	Q5450446	
487	Paul Gascoigne	Q13002	/m/025csj	P54	member of sports team		Rangers	Q3508537	
488	Paul Gascoigne	Q13002	/m/025csj	P69	educated at		Rangers	Q3508537	
489	Daniel Defoe	Q40946		P27	country of citizenship	nationality	Duke	Q168751	/m/0dzst
490	Terrell County	Q503492	/m/0nys3	P47	shares border with		Richland	Q15637761	
491	Peter the Great	Q8479	/m/0c2sf	P27	country of citizenship	nationality	Russia	Q3708651	
492	Sam Pitroda	Q3519761		P69	educated at		Vedanta University	Q7917918	
493	Charlevoix County	Q498020	/m/0njt4	P47	shares border with		Michigan	Q6030252	
494	Ed Wilkes	Q5335583		P69	educated at		Lubbock	Q21489517	
495	Logan County	Q312470	/m/0p007	P47	shares border with		Fort Smith	Q79535	/m/0qx1w
496	Jim Stewart	Q6198338		P54	member of sports team		KFYO	Q6329403	
497	Oldham County	Q505515	/m/0nms_	P47	shares border with		Panhandle	Q7131005	
498	Filippo Pozzato	Q358185	/m/0c2rsq	P54	member of sports team		Merida	Q213261	/m/06sfnr
499	Salta Province	Q44803	/m/02k_fp	P47	shares border with		Argentina	Q645291	/m/0b6mhsj
500	Athens County	Q485588	/m/0n2v7	P47	shares border with		Ohio	Q927274	
501	Malbork County	Q607263	/m/02hgls	P150	contains administrative territorial entity		Poland	Q7208881	
502	Lake Champlain	Q68467	/m/04mfq	P17	country		Shelburne	Q3481779	
503	Lake Champlain	Q68467	/m/04mfq	P131	located in the administrative territorial entity		Shelburne	Q3481779	
504	Errenteria	Q681893	/m/01r6y2	P131	located in the administrative territorial entity		Gipuzkoa	Q5564085	
505	Mikel Oyarzabal	Q21195147		P54	member of sports team		Villarreal CF	Q20978061	
506	Beal	Q8013434	/m/025yf75	P69	educated at		Northumberland	Q2879177	
507	Todd Kelly	Q3373456		P54	member of sports team		Holden Young Lions	Q5879569	
508	Zanesville	Q146811	/m/0z0c6	P131	located in the administrative territorial entity		Ohio	Q927274	
509	Honolulu	Q18094	/m/02hrh0_	P131	located in the administrative territorial entity		Hawaii	Q68740	/m/0jbt3
510	Honolulu	Q18094	/m/02hrh0_	P1376	capital of		Hawaii	Q68740	/m/0jbt3
511	Koichi Tohei	Q531237	/m/04tb_m	P20	place of death	deathPlace	Japan	Q3476248	
512	Michael Morrison	Q3856232		P54	member of sports team		National Hockey League	Q1215892	/m/05gwr
513	Mike Morrison	Q3857427		P54	member of sports team		Ottawa Senators	Q1753100	/m/07_0jy
514	Grant Fuhr	Q1354283	/m/02dkgc	P54	member of sports team		Oilers	Q868073	/m/04gqpg5
515	Ojai	Q837420	/m/0r890	P47	shares border with		Piru	Q19730931	
516	Hosokawa Tadatoshi	Q3140918		P27	country of citizenship	nationality	Shimabara	Q847594	/m/01wqpf
517	Denis Howe	Q16729937		P54	member of sports team		Football League	Q1421208	/m/0dg6fx
